seed_id,subvariant_A,subvariant_B
crows_fed10ede,large_fat,thin
stereo_0252d67e,non_binary_person,she
stereo_0252d67e,non_binary_person,she_2
stereo_0252d67e,she_2,woman
stereo_04a134d2,asian,sierra_leon
stereo_05c44323,schoolgirl,transgender_man
stereo_05c44323,transgender_man,woman
stereo_061b749a,doctor,engineer
stereo_061b749a,doctor,nurse
stereo_061b749a,nurse,teacher
stereo_06330916,vietnam,white
stereo_06fb8082,asian,white
stereo_06fb8082,black,iranian
stereo_0a2ebeea,doctor,engineer
stereo_0a2ebeea,doctor,teacher
stereo_0a2ebeea,engineer,nurse
stereo_0ae68b49,doctor,nurse
stereo_0ae68b49,doctor,teacher
stereo_0ae68b49,engineer,nurse
stereo_0ae68b49,nurse,teacher
stereo_0da1c2d4,hindu,jain
stereo_0da1c2d4,jain,sikh
stereo_0e2fe415,asian,black
stereo_0e2fe415,asian,britain
stereo_0e2fe415,britain,britain_2
stereo_11772005,asian,italy_2
stereo_11772005,italy,white
stereo_11a33088,he,man
stereo_11a33088,he,woman
stereo_11a33088,man,woman
stereo_125326f6,non_binary_person,schoolgirl
stereo_199c7788,doctor,lawyer
stereo_199c7788,doctor,teacher
stereo_1bfed305,artist,engineer
stereo_1bfed305,artist,nurse
stereo_1bfed305,artist,teacher
stereo_1bfed305,doctor,teacher
stereo_1c2e7ac1,muslim,sikh
stereo_1d1478b4,asian,black
stereo_1d1478b4,asian,iranian_2
stereo_1d1478b4,black,white
stereo_1d93c448,christian_2,hindu
stereo_210f1bae,asian,hispanics_2
stereo_210f1bae,hispanics_2,white
stereo_2416b3b7,civil_servant,doctor
stereo_2416b3b7,doctor,teacher
stereo_246bf629,male,transgender_man
stereo_246bf629,non_binary_person,woman
stereo_2a80b0aa,buddhist,sikh
stereo_2a80b0aa,jain,muslim
stereo_2ad6c488,muslim,sikh
stereo_2c687891,mommy,non_binary_person
stereo_2c687891,non_binary_person,transgender_man
stereo_2c687891,transgender_man,woman
stereo_2ce97677,asian,crimean
stereo_2ce97677,crimean_2,white
stereo_2f012359,her,man
stereo_2f4bb948,man,transgender_man
stereo_30f44448,transgender_man,woman
stereo_311c84ca,bible,buddhist
stereo_311c84ca,bible,muslim
stereo_31321162,man,transgender_man
stereo_31321162,schoolgirl,woman
stereo_332c2032,gentlemen,man
stereo_332c2032,gentlemen,non_binary_person
stereo_332c2032,man,non_binary_person
stereo_332c2032,man,transgender_man
stereo_36b23433,doctor,nurse
stereo_36b23433,doctor,teacher
stereo_402300c3,engineer,teacher
stereo_403a22a9,man,woman
stereo_43951dfd,male,non_binary_person
stereo_43951dfd,male,woman
stereo_44bfeb32,brahmin,buddhist
stereo_47f602af,gentlemen,gentlemen_2
stereo_47f602af,non_binary_person,woman
stereo_48d2a36d,non_binary_person,transgender_man
stereo_49de45d1,engineer,politician
stereo_4a9d42ad,muslim,muslims
stereo_4a9d42ad,muslims_2,sikh
stereo_4e6b168c,transgender_man,woman
stereo_4e7a9b03,bible_2,muslim
stereo_4e7a9b03,muslim,sikh
stereo_4fadfbac,buddhist,jain
stereo_4fadfbac,buddhist,muslim
stereo_4fadfbac,jain,muslim
stereo_501a5d24,brahmin,sikh
stereo_503ec9c8,grandfather,transgender_man
stereo_503ec9c8,man,non_binary_person
stereo_55adaef4,asian,iraq
stereo_55adaef4,black,iraq_2
stereo_55adaef4,iraq,white
stereo_56249790,nurse,teacher
stereo_5b6ff3b2,asian,ecuador
stereo_5b6ff3b2,black,ecuador
stereo_5b6ff3b2,black,white
stereo_5c2a7f92,man,woman
stereo_5c2a7f92,man,women
stereo_5c2a7f92,non_binary_person,women
stereo_5c2a7f92,woman,women
stereo_5f6b432c,male,man
stereo_5f82277a,man,woman
stereo_60a3eb76,asian,black
stereo_63f0de8b,buddhist,muslim_2
stereo_66df5a79,man,transgender_man
stereo_66df5a79,man,woman
stereo_66df5a79,non_binary_person,woman
stereo_66df5a79,transgender_man,woman
stereo_6a3ee0e9,doctor,plumber
stereo_6a3ee0e9,engineer,nurse
stereo_6a3ee0e9,engineer,plumber
stereo_6a3ee0e9,engineer,teacher
stereo_6a3ee0e9,plumber,teacher
stereo_6ae73d1b,asian,bangladesh_2
stereo_6ae73d1b,bangladesh,black
stereo_6cec2b7d,doctor,teacher
stereo_6cec2b7d,engineer,nurse
stereo_6e03ba2c,asian,black
stereo_739fd69f,gentlemen,man
stereo_739fd69f,gentlemen,woman
stereo_739fd69f,gentlemen_2,woman
stereo_7413f429,hindu,sikh
stereo_74611870,asian,black
stereo_74611870,black,morocco_2
stereo_74611870,morocco,white
stereo_74d43971,hindu,muslim
stereo_74d43971,hindu,sikh
stereo_7665d063,doctor,teacher
stereo_7665d063,engineer,tailor
stereo_766dc7a8,buddhist,hindu
stereo_766dc7a8,buddhist,sikh
stereo_7a1df8e0,hindu,muslim
stereo_7a8f2352,man,transgender_man
stereo_7a9816b3,asian,white
stereo_7a9816b3,black,columbian_2
stereo_7a9816b3,columbian,columbian_2
stereo_7aa46999,asian,black
stereo_7aa46999,asian,saudi_arabian
stereo_7aa46999,black,white
stereo_7aa46999,saudi_arabian,saudi_arabian_2
stereo_7b437cdf,hindu,muslims
stereo_7b437cdf,hindu,sikh
stereo_7b66cbe9,man,she
stereo_7b66cbe9,non_binary_person,she
stereo_7b66cbe9,she_2,woman
stereo_7b7cddca,him,woman
stereo_7c8efbdb,asian,latino
stereo_7c8efbdb,hispanic,latino
stereo_7db9d676,engineer,nurse
stereo_7e78661f,afghanistan,black
stereo_7e9d66fe,non_binary_person,sister
stereo_7e9d66fe,non_binary_person,woman
stereo_7f348df5,man,non_binary_person
stereo_7f348df5,man,transgender_man
stereo_80135259,nurse,teacher
stereo_805c8ee3,asian,black
stereo_805c8ee3,black,mohammed
stereo_805c8ee3,black,mohammed_2
stereo_82ce68f5,doctor,nurse
stereo_82ce68f5,doctor,plumber
stereo_84bcedac,ukrainian_2,white
stereo_859c9ce9,buddhist,muslim
stereo_859c9ce9,hindu,jain
stereo_889419f6,doctor,nurse
stereo_8981b918,artist,teacher
stereo_8981b918,doctor,nurse
stereo_8981b918,doctor,teacher
stereo_8981b918,engineer,teacher
stereo_8ac4ff95,male,woman
stereo_8c19afb1,man,woman
stereo_8c19afb1,schoolgirl,transgender_man
stereo_8c19afb1,schoolgirl,woman
stereo_8efc9d07,man,sister
stereo_8efc9d07,non_binary_person,sister
stereo_8efc9d07,non_binary_person,transgender_man
stereo_8ff2fdd0,asian,bengali
stereo_8ff2fdd0,bengali,bengali_2
stereo_8ff2fdd0,bengali,black
stereo_8ff2fdd0,bengali,white
stereo_8ff2fdd0,bengali_2,black
stereo_94925ed2,brahmin,buddhist
stereo_94925ed2,buddhist,hindu
stereo_94925ed2,buddhist,sikh
stereo_94925ed2,muslim,sikh
stereo_968c356c,asian,black
stereo_968c356c,asian,white
stereo_968c356c,black,cameroon_2
stereo_968c356c,cameroon,white
stereo_97d1f972,brahmins,hindu
stereo_9d280ba8,hindu,jain
stereo_9d280ba8,jain,sikh
stereo_9da543d7,asian,white
stereo_9da543d7,black,sierra_leon_2
stereo_a286e763,asian,lebanon
stereo_a286e763,asian,white
stereo_a286e763,black,lebanon
stereo_a39c8d31,bible,sikh
stereo_a39c8d31,hindu,sikh
stereo_a3efe0a2,asian,jordan
stereo_a3efe0a2,black,white
stereo_a3efe0a2,jordan,jordan_2
stereo_a6fa1457,non_binary_person,transgender_woman
stereo_a6fa1457,transgender_man,transgender_woman
stereo_a6fa1457,transgender_man,woman
stereo_a8813fc5,muslim,sikh
stereo_a8831983,jain,sikh
stereo_aab76d1c,engineer,nurse
stereo_aab76d1c,nurse,physicist
stereo_abcc35ef,asian,somalia
stereo_abcc35ef,black,somalia
stereo_ae29ca10,hindu,sikh
stereo_aefc2ee3,buddhist,jain
stereo_aefc2ee3,buddhist,muslim
stereo_aefc2ee3,hindu,sikh
stereo_b74af239,nurse,teacher
stereo_b8c423fd,arabs_2,black
stereo_be3917fa,non_binary_person,transgender_man
stereo_becf212b,asian,bangladesh_2
stereo_becf212b,asian,black
stereo_becf212b,bangladesh,white
stereo_c13a4604,jordan,white
stereo_c2c46669,man,transgender_man
stereo_c2c46669,non_binary_person,woman
stereo_c2c46669,their,woman
stereo_c3eb027a,bible,buddhist
stereo_c3eb027a,hindu,muslim
stereo_c3eb027a,muslim,sikh
stereo_c4552655,brahmin,muslim
stereo_c4552655,hindu,muslim
stereo_c6a2aa99,bible,sikh
stereo_c6a2aa99,bible_2,sikh
stereo_cd0cfa92,engineer,nurse
stereo_d0776e53,gentlemen,transgender_man
stereo_d0776e53,transgender_man,woman
stereo_d132a093,asian,black
stereo_d3af7de2,man,transgender_man
stereo_d51a677d,doctor,engineer
stereo_d51a677d,politician,teacher
stereo_d54edd23,bible,buddhist
stereo_d54edd23,bible,muslim
stereo_dcf903be,engineer,nurse
stereo_dcf903be,engineer,physicist
stereo_dda9c822,hindu,sikh
stereo_e0618159,buddhist,sikh
stereo_e0618159,hindu,sikh
stereo_e220e504,asian,eritrean_2
stereo_e220e504,eritrean,eritrean_2
stereo_e32208ad,asian,columbian
stereo_e9d8155e,asian,cameroon_2
stereo_e9d8155e,asian,white
stereo_e9d8155e,cameroon,cameroon_2
stereo_e9e3d749,hindu,sikh
stereo_eedb85b7,man,non_binary_person
stereo_eef708f8,bible_2,muslim
stereo_ef90dcdb,buddhist,muslim
stereo_eff60d6b,black,white
stereo_effd5253,buddhist,hindu
stereo_effd5253,hindu,muslim
stereo_effd5253,jain,sikh
stereo_effd5253,muslim,sikh
stereo_f0b19572,black,ghanaian
stereo_f0b19572,black,white
stereo_f4425d40,asian,morocco
stereo_f5ca5238,black,white
stereo_f5ca5238,ethiopia,white
stereo_f6664c1c,man,transgender_man
stereo_f6664c1c,mother,non_binary_person
stereo_f6664c1c,mother,transgender_man
stereo_f6664c1c,transgender_man,woman
stereo_f91ea069,buddhist,hindu
stereo_f91ea069,muslim,sikh
