seed_id,source,branch,token,n_options,n_sharing,discriminative
stereo_0a2ebeea,stereoset,gold-first-word,I,3,3,False
stereo_0ae68b49,stereoset,gold-first-word,His,3,3,False
stereo_0da1c2d4,stereoset,gold-first-word,Muslim,3,3,False
stereo_0e2fe415,stereoset,gold-first-word,Everyone,3,3,False
stereo_11772005,stereoset,gold-first-word,Italy,3,3,False
stereo_11a33088,stereoset,gold-first-word,He,3,3,False
stereo_125326f6,stereoset,gold-first-word,The,3,3,False
stereo_199c7788,stereoset,gold-first-word,She,3,1,True
stereo_1bfed305,stereoset,gold-first-word,The,3,3,False
stereo_1c2e7ac1,stereoset,gold-first-word,The,3,3,False
stereo_1d1478b4,stereoset,gold-first-word,The,3,3,False
stereo_1d93c448,stereoset,gold-first-word,Brahmin,3,3,False
stereo_20acf14b,stereoset,gold-first-word,Vietnam,3,3,False
stereo_210f1bae,stereoset,gold-first-word,Hispanics,3,3,False
stereo_2416b3b7,stereoset,gold-first-word,She,3,3,False
stereo_246bf629,stereoset,gold-first-word,The,3,3,False
stereo_2a10eafd,stereoset,gold-first-word,After,3,3,False
stereo_2a80b0aa,stereoset,gold-first-word,Muslim,3,3,False
stereo_2ad6c488,stereoset,gold-first-word,The,3,3,False
stereo_2c687891,stereoset,gold-first-word,The,3,3,False
stereo_2ce97677,stereoset,gold-first-word,The,3,3,False
stereo_2f012359,stereoset,gold-first-word,I,3,3,False
stereo_2f4bb948,stereoset,gold-first-word,I,3,3,False
stereo_30f44448,stereoset,gold-first-word,My,3,3,False
stereo_311c84ca,stereoset,gold-first-word,The,3,3,False
stereo_31321162,stereoset,gold-first-word,The,3,3,False
stereo_332c2032,stereoset,gold-first-word,The,3,3,False
stereo_36b23433,stereoset,gold-first-word,The,3,3,False
stereo_3936ef05,stereoset,gold-first-word,The,3,3,False
stereo_39dc03b5,stereoset,gold-first-word,Norweigan,3,3,False
stereo_3c00beb4,stereoset,gold-first-word,The,3,3,False
stereo_402300c3,stereoset,gold-first-word,The,3,3,False
stereo_403a22a9,stereoset,gold-first-word,Almost,3,3,False
stereo_43951dfd,stereoset,gold-first-word,He's,3,3,False
stereo_44bfeb32,stereoset,gold-first-word,The,3,3,False
stereo_47f602af,stereoset,gold-first-word,Gentlemen,3,3,False
stereo_48d2a36d,stereoset,gold-first-word,The,3,3,False
stereo_49de45d1,stereoset,gold-first-word,The,3,3,False
stereo_4a5a4836,stereoset,gold-first-word,We,3,3,False
stereo_4a8aa367,stereoset,gold-first-word,Brahmin,3,3,False
stereo_4a9d42ad,stereoset,gold-first-word,Muslims,3,3,False
stereo_4e6b168c,stereoset,gold-first-word,My,3,3,False
stereo_4e7a9b03,stereoset,gold-first-word,Hate,3,1,True
stereo_4fadfbac,stereoset,gold-first-word,Muslim,3,3,False
stereo_501a5d24,stereoset,gold-first-word,Brahmin,3,3,False
stereo_503ec9c8,stereoset,gold-first-word,The,3,3,False
stereo_55adaef4,stereoset,gold-first-word,Iraq,3,3,False
stereo_56249790,stereoset,gold-first-word,The,3,3,False
stereo_5b6ff3b2,stereoset,gold-first-word,People,3,3,False
stereo_5c2a7f92,stereoset,gold-first-word,A,3,3,False
stereo_5f6b432c,stereoset,gold-first-word,He,3,3,False
stereo_5f82277a,stereoset,gold-first-word,Her,3,3,False
stereo_60a3eb76,stereoset,gold-first-word,The,3,3,False
stereo_63f0de8b,stereoset,gold-first-word,They,3,3,False
stereo_66df5a79,stereoset,gold-first-word,Sometimes,3,3,False
stereo_6a3ee0e9,stereoset,gold-first-word,The,3,3,False
stereo_6ae73d1b,stereoset,gold-first-word,When,3,3,False
stereo_6cec2b7d,stereoset,gold-first-word,My,3,3,False
stereo_6e03ba2c,stereoset,gold-first-word,Britain,3,3,False
stereo_6e7d911d,stereoset,gold-first-word,The,3,3,False
stereo_739fd69f,stereoset,gold-first-word,Gentlemen,3,3,False
stereo_7413f429,stereoset,gold-first-word,Brahmin,3,3,False
stereo_74611870,stereoset,gold-first-word,Morocco,3,3,False
stereo_74d43971,stereoset,gold-first-word,People,3,3,False
stereo_7665d063,stereoset,gold-first-word,He,3,3,False
stereo_766dc7a8,stereoset,gold-first-word,Love,3,1,True
stereo_7a1df8e0,stereoset,gold-first-word,Brahmins,3,3,False
stereo_7a8f2352,stereoset,gold-first-word,The,3,3,False
stereo_7a9816b3,stereoset,gold-first-word,The,3,3,False
stereo_7aa46999,stereoset,gold-first-word,Saudi,3,3,False
stereo_7b437cdf,stereoset,gold-first-word,Most,3,3,False
stereo_7b66cbe9,stereoset,gold-first-word,She,3,3,False
stereo_7b7cddca,stereoset,gold-first-word,It,3,3,False
stereo_7c8efbdb,stereoset,gold-first-word,My,3,3,False
stereo_7d9adab9,stereoset,gold-first-word,Most,3,3,False
stereo_7db9d676,stereoset,gold-first-word,A,3,3,False
stereo_7e78661f,stereoset,gold-first-word,Afghanistan,3,3,False
stereo_7e9d66fe,stereoset,gold-first-word,I,3,3,False
stereo_7f348df5,stereoset,gold-first-word,My,3,3,False
stereo_80135259,stereoset,gold-first-word,All,3,3,False
stereo_805c8ee3,stereoset,gold-first-word,Mohammed,3,3,False
stereo_82ce68f5,stereoset,gold-first-word,The,3,3,False
stereo_84bcedac,stereoset,gold-first-word,The,3,3,False
stereo_859c9ce9,stereoset,gold-first-word,The,3,3,False
stereo_85f59cf8,stereoset,gold-first-word,The,3,3,False
stereo_889419f6,stereoset,gold-first-word,He,3,3,False
stereo_8981b918,stereoset,gold-first-word,The,3,3,False
stereo_8ac4ff95,stereoset,gold-first-word,A,3,3,False
stereo_8c19afb1,stereoset,gold-first-word,That,3,3,False
stereo_8efc9d07,stereoset,gold-first-word,My,3,3,False
stereo_8ff2fdd0,stereoset,gold-first-word,The,3,3,False
stereo_94925ed2,stereoset,gold-first-word,I,3,3,False
stereo_962bc336,stereoset,gold-first-word,Brahmins,3,3,False
stereo_968c356c,stereoset,gold-first-word,Cameroon,3,3,False
stereo_97d1f972,stereoset,gold-first-word,Brahmins,3,3,False
stereo_9d280ba8,stereoset,gold-first-word,I,3,3,False
stereo_9da543d7,stereoset,gold-first-word,Sierra,3,3,False
stereo_9f5e501d,stereoset,gold-first-word,Software,3,3,False
stereo_a286e763,stereoset,gold-first-word,Lebanon,3,3,False
stereo_a39c8d31,stereoset,gold-first-word,The,3,3,False
stereo_a3efe0a2,stereoset,gold-first-word,Jordan,3,3,False
stereo_a6fa1457,stereoset,gold-first-word,A,3,3,False
stereo_a8813fc5,stereoset,gold-first-word,Brahmin,3,3,False
stereo_a8831983,stereoset,gold-first-word,The,3,3,False
stereo_aab76d1c,stereoset,gold-first-word,The,3,3,False
stereo_abcc35ef,stereoset,gold-first-word,Somalia,3,3,False
stereo_ae29ca10,stereoset,gold-first-word,The,3,3,False
stereo_aefc2ee3,stereoset,gold-first-word,The,3,3,False
stereo_b078344b,stereoset,gold-first-word,Bengali,3,3,False
stereo_b74af239,stereoset,gold-first-word,The,3,3,False
stereo_b8c423fd,stereoset,gold-first-word,Arabs,3,3,False
stereo_bd3abe56,stereoset,gold-first-word,My,3,3,False
stereo_be3917fa,stereoset,gold-first-word,John,3,3,False
stereo_becf212b,stereoset,gold-first-word,Bangladesh,3,3,False
stereo_c0429cb9,stereoset,gold-first-word,Vietnam,3,3,False
stereo_c13a4604,stereoset,gold-first-word,Jordan,3,3,False
stereo_c2c46669,stereoset,gold-first-word,Male,3,3,False
stereo_c3eb027a,stereoset,gold-first-word,It,3,3,False
stereo_c4552655,stereoset,gold-first-word,Brahmin,3,3,False
stereo_c468235a,stereoset,gold-first-word,She,3,3,False
stereo_c6a2aa99,stereoset,gold-first-word,After,3,3,False
stereo_c9474b86,stereoset,gold-first-word,Learning,3,3,False
stereo_cd0cfa92,stereoset,gold-first-word,The,3,3,False
stereo_cf6ba3fd,stereoset,gold-first-word,He,3,3,False
stereo_d018bcd5,stereoset,gold-first-word,The,3,3,False
stereo_d0776e53,stereoset,gold-first-word,Those,3,3,False
stereo_d132a093,stereoset,gold-first-word,Italy,3,3,False
stereo_d21b22b4,stereoset,gold-first-word,The,3,3,False
stereo_d3af7de2,stereoset,gold-first-word,The,3,3,False
stereo_d51a677d,stereoset,gold-first-word,I,3,3,False
stereo_d54edd23,stereoset,gold-first-word,People,3,3,False
stereo_da9ca390,stereoset,gold-first-word,His,3,3,False
stereo_dcf903be,stereoset,gold-first-word,The,3,3,False
stereo_dda9c822,stereoset,gold-first-word,The,3,3,False
stereo_e0618159,stereoset,gold-first-word,Muslim,3,3,False
stereo_e220e504,stereoset,gold-first-word,Eritrean,3,3,False
stereo_e32208ad,stereoset,gold-first-word,The,3,3,False
stereo_e854b335,stereoset,gold-first-word,The,3,3,False
stereo_e9d8155e,stereoset,gold-first-word,One,3,3,False
stereo_e9e3d749,stereoset,gold-first-word,The,3,3,False
stereo_ea9c4d16,stereoset,gold-first-word,My,3,3,False
stereo_eedb85b7,stereoset,gold-first-word,She,3,3,False
stereo_eef708f8,stereoset,gold-first-word,The,3,3,False
stereo_ef90dcdb,stereoset,gold-first-word,The,3,3,False
stereo_eff60d6b,stereoset,gold-first-word,Many,3,3,False
stereo_effd5253,stereoset,gold-first-word,The,3,3,False
stereo_f0b19572,stereoset,gold-first-word,Ghanaian,3,3,False
stereo_f4425d40,stereoset,gold-first-word,Morocco,3,3,False
stereo_f5ca5238,stereoset,gold-first-word,Ethiopia,3,3,False
stereo_f6664c1c,stereoset,gold-first-word,A,3,3,False
stereo_f91ea069,stereoset,gold-first-word,The,3,3,False
stereo_fad0127e,stereoset,gold-first-word,The,3,3,False
