example_id_A,example_id_B,kind,category,question_index,reason
100,136,invariance,Gender_identity,10,entity_overlap_not_one
100,140,invariance,Gender_identity,10,context_diff_not_replacement
104,72,invariance,Gender_identity,10,entity_overlap_not_one
104,76,invariance,Gender_identity,10,entity_overlap_not_one
104,80,invariance,Gender_identity,10,context_diff_not_single_span
104,84,invariance,Gender_identity,10,entity_overlap_not_one
104,88,invariance,Gender_identity,10,entity_overlap_not_one
104,92,invariance,Gender_identity,10,context_diff_not_single_span
104,108,invariance,Gender_identity,10,entity_overlap_not_one
104,112,invariance,Gender_identity,10,entity_overlap_not_one
104,116,invariance,Gender_identity,10,context_diff_not_replacement
104,120,invariance,Gender_identity,10,entity_overlap_not_one
104,124,invariance,Gender_identity,10,entity_overlap_not_one
104,128,invariance,Gender_identity,10,context_diff_not_replacement
104,132,invariance,Gender_identity,10,context_diff_not_single_span
104,136,invariance,Gender_identity,10,context_diff_not_single_span
104,140,invariance,Gender_identity,10,entity_overlap_not_one
108,72,invariance,Gender_identity,10,entity_overlap_not_one
108,76,invariance,Gender_identity,10,context_diff_not_replacement
108,80,invariance,Gender_identity,10,context_diff_not_single_span
108,84,invariance,Gender_identity,10,context_diff_not_replacement
108,88,invariance,Gender_identity,10,entity_overlap_not_one
108,92,invariance,Gender_identity,10,entity_overlap_not_one
108,96,invariance,Gender_identity,10,context_diff_not_replacement
108,100,invariance,Gender_identity,10,entity_overlap_not_one
108,104,invariance,Gender_identity,10,entity_overlap_not_one
108,112,invariance,Gender_identity,10,context_diff_not_single_span
108,116,invariance,Gender_identity,10,context_diff_not_single_span
108,120,invariance,Gender_identity,10,context_diff_not_single_span
108,124,invariance,Gender_identity,10,entity_overlap_not_one
108,128,invariance,Gender_identity,10,entity_overlap_not_one
108,136,invariance,Gender_identity,10,entity_overlap_not_one
108,140,invariance,Gender_identity,10,entity_overlap_not_one
112,72,invariance,Gender_identity,10,context_diff_not_replacement
112,76,invariance,Gender_identity,10,entity_overlap_not_one
112,80,invariance,Gender_identity,10,entity_overlap_not_one
112,84,invariance,Gender_identity,10,entity_overlap_not_one
112,88,invariance,Gender_identity,10,context_diff_not_replacement
112,92,invariance,Gender_identity,10,context_diff_not_single_span
112,96,invariance,Gender_identity,10,context_diff_not_replacement
112,100,invariance,Gender_identity,10,entity_overlap_not_one
112,104,invariance,Gender_identity,10,entity_overlap_not_one
112,108,invariance,Gender_identity,10,context_diff_not_single_span
112,120,invariance,Gender_identity,10,entity_overlap_not_one
112,124,invariance,Gender_identity,10,replaced_span_not_entity1
112,128,invariance,Gender_identity,10,entity_overlap_not_one
112,132,invariance,Gender_identity,10,entity_overlap_not_one
112,136,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
112,140,invariance,Gender_identity,10,entity_overlap_not_one
116,72,invariance,Gender_identity,10,context_diff_not_replacement
116,76,invariance,Gender_identity,10,entity_overlap_not_one
116,80,invariance,Gender_identity,10,entity_overlap_not_one
116,84,invariance,Gender_identity,10,context_diff_not_replacement
116,88,invariance,Gender_identity,10,entity_overlap_not_one
116,92,invariance,Gender_identity,10,entity_overlap_not_one
116,96,invariance,Gender_identity,10,entity_overlap_not_one
116,100,invariance,Gender_identity,10,context_diff_not_replacement
116,104,invariance,Gender_identity,10,context_diff_not_single_span
116,108,invariance,Gender_identity,10,context_diff_not_single_span
116,120,invariance,Gender_identity,10,entity_overlap_not_one
116,124,invariance,Gender_identity,10,entity_overlap_not_one
116,128,invariance,Gender_identity,10,replaced_span_not_entity1
116,132,invariance,Gender_identity,10,entity_overlap_not_one
116,136,invariance,Gender_identity,10,entity_overlap_not_one
116,140,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
120,72,invariance,Gender_identity,10,context_diff_not_replacement
120,76,invariance,Gender_identity,10,entity_overlap_not_one
120,80,invariance,Gender_identity,10,context_diff_not_replacement
120,84,invariance,Gender_identity,10,entity_overlap_not_one
120,88,invariance,Gender_identity,10,context_diff_not_replacement
120,92,invariance,Gender_identity,10,entity_overlap_not_one
120,96,invariance,Gender_identity,10,entity_overlap_not_one
120,100,invariance,Gender_identity,10,context_diff_not_replacement
120,104,invariance,Gender_identity,10,entity_overlap_not_one
120,108,invariance,Gender_identity,10,context_diff_not_single_span
120,112,invariance,Gender_identity,10,entity_overlap_not_one
120,116,invariance,Gender_identity,10,entity_overlap_not_one
120,124,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
120,128,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
120,132,invariance,Gender_identity,10,context_diff_not_single_span
120,136,invariance,Gender_identity,10,entity_overlap_not_one
120,140,invariance,Gender_identity,10,entity_overlap_not_one
124,72,invariance,Gender_identity,10,entity_overlap_not_one
124,76,invariance,Gender_identity,10,context_diff_not_replacement
124,80,invariance,Gender_identity,10,entity_overlap_not_one
124,84,invariance,Gender_identity,10,context_diff_not_replacement
124,88,invariance,Gender_identity,10,entity_overlap_not_one
124,92,invariance,Gender_identity,10,context_diff_not_replacement
124,96,invariance,Gender_identity,10,entity_overlap_not_one
124,100,invariance,Gender_identity,10,context_diff_not_replacement
124,104,invariance,Gender_identity,10,entity_overlap_not_one
124,108,invariance,Gender_identity,10,entity_overlap_not_one
124,112,invariance,Gender_identity,10,replaced_span_not_entity1
124,116,invariance,Gender_identity,10,entity_overlap_not_one
124,120,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
124,128,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
124,132,invariance,Gender_identity,10,entity_overlap_not_one
124,140,invariance,Gender_identity,10,entity_overlap_not_one
128,72,invariance,Gender_identity,10,entity_overlap_not_one
128,76,invariance,Gender_identity,10,context_diff_not_replacement
128,80,invariance,Gender_identity,10,entity_overlap_not_one
128,84,invariance,Gender_identity,10,entity_overlap_not_one
128,88,invariance,Gender_identity,10,context_diff_not_replacement
128,92,invariance,Gender_identity,10,entity_overlap_not_one
128,96,invariance,Gender_identity,10,context_diff_not_replacement
128,100,invariance,Gender_identity,10,entity_overlap_not_one
128,104,invariance,Gender_identity,10,context_diff_not_replacement
128,108,invariance,Gender_identity,10,entity_overlap_not_one
128,112,invariance,Gender_identity,10,entity_overlap_not_one
128,116,invariance,Gender_identity,10,replaced_span_not_entity1
128,120,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
128,124,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
128,132,invariance,Gender_identity,10,entity_overlap_not_one
128,136,invariance,Gender_identity,10,entity_overlap_not_one
128,140,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
132,72,invariance,Gender_identity,10,context_diff_not_single_span
132,76,invariance,Gender_identity,10,context_diff_not_replacement
132,80,invariance,Gender_identity,10,entity_overlap_not_one
132,84,invariance,Gender_identity,10,entity_overlap_not_one
132,88,invariance,Gender_identity,10,entity_overlap_not_one
132,92,invariance,Gender_identity,10,context_diff_not_replacement
132,96,invariance,Gender_identity,10,entity_overlap_not_one
132,100,invariance,Gender_identity,10,entity_overlap_not_one
132,104,invariance,Gender_identity,10,context_diff_not_replacement
132,112,invariance,Gender_identity,10,entity_overlap_not_one
132,116,invariance,Gender_identity,10,entity_overlap_not_one
132,120,invariance,Gender_identity,10,context_diff_not_single_span
132,124,invariance,Gender_identity,10,entity_overlap_not_one
132,128,invariance,Gender_identity,10,entity_overlap_not_one
132,136,invariance,Gender_identity,10,context_diff_not_single_span
132,140,invariance,Gender_identity,10,context_diff_not_single_span
136,72,invariance,Gender_identity,10,entity_overlap_not_one
136,76,invariance,Gender_identity,10,entity_overlap_not_one
136,80,invariance,Gender_identity,10,context_diff_not_replacement
136,84,invariance,Gender_identity,10,context_diff_not_single_span
136,88,invariance,Gender_identity,10,context_diff_not_replacement
136,92,invariance,Gender_identity,10,entity_overlap_not_one
136,96,invariance,Gender_identity,10,entity_overlap_not_one
136,100,invariance,Gender_identity,10,entity_overlap_not_one
136,104,invariance,Gender_identity,10,context_diff_not_replacement
136,108,invariance,Gender_identity,10,entity_overlap_not_one
136,112,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
136,116,invariance,Gender_identity,10,entity_overlap_not_one
136,120,invariance,Gender_identity,10,entity_overlap_not_one
136,128,invariance,Gender_identity,10,entity_overlap_not_one
136,132,invariance,Gender_identity,10,context_diff_not_single_span
140,72,invariance,Gender_identity,10,entity_overlap_not_one
140,76,invariance,Gender_identity,10,entity_overlap_not_one
140,80,invariance,Gender_identity,10,context_diff_not_replacement
140,84,invariance,Gender_identity,10,entity_overlap_not_one
140,88,invariance,Gender_identity,10,entity_overlap_not_one
140,92,invariance,Gender_identity,10,context_diff_not_replacement
140,96,invariance,Gender_identity,10,context_diff_not_single_span
140,100,invariance,Gender_identity,10,context_diff_not_replacement
140,104,invariance,Gender_identity,10,entity_overlap_not_one
140,108,invariance,Gender_identity,10,entity_overlap_not_one
140,112,invariance,Gender_identity,10,entity_overlap_not_one
140,116,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
140,120,invariance,Gender_identity,10,entity_overlap_not_one
140,124,invariance,Gender_identity,10,entity_overlap_not_one
140,128,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
140,132,invariance,Gender_identity,10,context_diff_not_single_span
74,78,invariance,Gender_identity,10,replaced_span_not_entity1
74,82,invariance,Gender_identity,10,context_diff_not_single_span
74,86,invariance,Gender_identity,10,context_diff_not_single_span
74,90,invariance,Gender_identity,10,entity_overlap_not_one
74,94,invariance,Gender_identity,10,entity_overlap_not_one
74,102,invariance,Gender_identity,10,entity_overlap_not_one
74,106,invariance,Gender_identity,10,entity_overlap_not_one
74,110,invariance,Gender_identity,10,entity_overlap_not_one
74,114,invariance,Gender_identity,10,context_diff_not_single_span
74,118,invariance,Gender_identity,10,context_diff_not_single_span
74,122,invariance,Gender_identity,10,context_diff_not_replacement
74,126,invariance,Gender_identity,10,entity_overlap_not_one
74,130,invariance,Gender_identity,10,entity_overlap_not_one
74,134,invariance,Gender_identity,10,context_diff_not_replacement
74,138,invariance,Gender_identity,10,entity_overlap_not_one
74,142,invariance,Gender_identity,10,entity_overlap_not_one
78,74,invariance,Gender_identity,10,replaced_span_not_entity1
78,82,invariance,Gender_identity,10,context_diff_not_single_span
78,86,invariance,Gender_identity,10,entity_overlap_not_one
78,94,invariance,Gender_identity,10,entity_overlap_not_one
78,98,invariance,Gender_identity,10,entity_overlap_not_one
78,106,invariance,Gender_identity,10,entity_overlap_not_one
78,110,invariance,Gender_identity,10,context_diff_not_replacement
78,114,invariance,Gender_identity,10,entity_overlap_not_one
78,118,invariance,Gender_identity,10,entity_overlap_not_one
78,122,invariance,Gender_identity,10,entity_overlap_not_one
78,126,invariance,Gender_identity,10,context_diff_not_replacement
78,130,invariance,Gender_identity,10,context_diff_not_replacement
78,134,invariance,Gender_identity,10,context_diff_not_replacement
78,138,invariance,Gender_identity,10,entity_overlap_not_one
78,142,invariance,Gender_identity,10,entity_overlap_not_one
82,74,invariance,Gender_identity,10,context_diff_not_single_span
82,78,invariance,Gender_identity,10,context_diff_not_single_span
82,86,invariance,Gender_identity,10,entity_overlap_not_one
82,90,invariance,Gender_identity,10,entity_overlap_not_one
82,98,invariance,Gender_identity,10,entity_overlap_not_one
82,102,invariance,Gender_identity,10,entity_overlap_not_one
82,106,invariance,Gender_identity,10,context_diff_not_single_span
82,110,invariance,Gender_identity,10,context_diff_not_replacement
82,114,invariance,Gender_identity,10,entity_overlap_not_one
82,118,invariance,Gender_identity,10,entity_overlap_not_one
82,122,invariance,Gender_identity,10,context_diff_not_replacement
82,126,invariance,Gender_identity,10,entity_overlap_not_one
82,130,invariance,Gender_identity,10,entity_overlap_not_one
82,134,invariance,Gender_identity,10,entity_overlap_not_one
82,138,invariance,Gender_identity,10,context_diff_not_single_span
82,142,invariance,Gender_identity,10,context_diff_not_single_span
86,74,invariance,Gender_identity,10,context_diff_not_single_span
86,78,invariance,Gender_identity,10,entity_overlap_not_one
86,82,invariance,Gender_identity,10,entity_overlap_not_one
86,90,invariance,Gender_identity,10,context_diff_not_single_span
86,98,invariance,Gender_identity,10,context_diff_not_single_span
86,102,invariance,Gender_identity,10,entity_overlap_not_one
86,106,invariance,Gender_identity,10,entity_overlap_not_one
86,110,invariance,Gender_identity,10,context_diff_not_single_span
86,114,invariance,Gender_identity,10,entity_overlap_not_one
86,118,invariance,Gender_identity,10,context_diff_not_single_span
86,122,invariance,Gender_identity,10,entity_overlap_not_one
86,126,invariance,Gender_identity,10,context_diff_not_replacement
86,130,invariance,Gender_identity,10,entity_overlap_not_one
86,134,invariance,Gender_identity,10,entity_overlap_not_one
86,138,invariance,Gender_identity,10,context_diff_not_replacement
86,142,invariance,Gender_identity,10,entity_overlap_not_one
90,74,invariance,Gender_identity,10,entity_overlap_not_one
90,82,invariance,Gender_identity,10,entity_overlap_not_one
90,86,invariance,Gender_identity,10,context_diff_not_single_span
90,94,invariance,Gender_identity,10,context_diff_not_single_span
90,98,invariance,Gender_identity,10,entity_overlap_not_one
90,106,invariance,Gender_identity,10,entity_overlap_not_one
90,110,invariance,Gender_identity,10,entity_overlap_not_one
90,114,invariance,Gender_identity,10,context_diff_not_replacement
90,118,invariance,Gender_identity,10,entity_overlap_not_one
90,122,invariance,Gender_identity,10,context_diff_not_replacement
90,126,invariance,Gender_identity,10,entity_overlap_not_one
90,130,invariance,Gender_identity,10,context_diff_not_replacement
90,134,invariance,Gender_identity,10,entity_overlap_not_one
90,138,invariance,Gender_identity,10,context_diff_not_replacement
90,142,invariance,Gender_identity,10,entity_overlap_not_one
94,74,invariance,Gender_identity,10,entity_overlap_not_one
94,78,invariance,Gender_identity,10,entity_overlap_not_one
94,90,invariance,Gender_identity,10,context_diff_not_single_span
94,98,invariance,Gender_identity,10,entity_overlap_not_one
94,102,invariance,Gender_identity,10,entity_overlap_not_one
94,106,invariance,Gender_identity,10,context_diff_not_single_span
94,110,invariance,Gender_identity,10,entity_overlap_not_one
94,114,invariance,Gender_identity,10,context_diff_not_replacement
94,118,invariance,Gender_identity,10,entity_overlap_not_one
94,122,invariance,Gender_identity,10,entity_overlap_not_one
94,126,invariance,Gender_identity,10,context_diff_not_replacement
94,130,invariance,Gender_identity,10,entity_overlap_not_one
94,134,invariance,Gender_identity,10,context_diff_not_single_span
94,138,invariance,Gender_identity,10,entity_overlap_not_one
94,142,invariance,Gender_identity,10,context_diff_not_single_span
98,78,invariance,Gender_identity,10,entity_overlap_not_one
98,82,invariance,Gender_identity,10,entity_overlap_not_one
98,86,invariance,Gender_identity,10,context_diff_not_single_span
98,90,invariance,Gender_identity,10,entity_overlap_not_one
98,94,invariance,Gender_identity,10,entity_overlap_not_one
98,102,invariance,Gender_identity,10,replaced_span_not_entity1
98,110,invariance,Gender_identity,10,context_diff_not_single_span
98,114,invariance,Gender_identity,10,context_diff_not_single_span
98,118,invariance,Gender_identity,10,entity_overlap_not_one
98,122,invariance,Gender_identity,10,entity_overlap_not_one
98,126,invariance,Gender_identity,10,entity_overlap_not_one
98,130,invariance,Gender_identity,10,context_diff_not_replacement
98,134,invariance,Gender_identity,10,entity_overlap_not_one
98,138,invariance,Gender_identity,10,entity_overlap_not_one
98,142,invariance,Gender_identity,10,context_diff_not_replacement
102,74,invariance,Gender_identity,10,entity_overlap_not_one
102,82,invariance,Gender_identity,10,entity_overlap_not_one
102,86,invariance,Gender_identity,10,entity_overlap_not_one
102,94,invariance,Gender_identity,10,entity_overlap_not_one
102,98,invariance,Gender_identity,10,replaced_span_not_entity1
102,110,invariance,Gender_identity,10,entity_overlap_not_one
102,114,invariance,Gender_identity,10,entity_overlap_not_one
102,118,invariance,Gender_identity,10,context_diff_not_replacement
102,122,invariance,Gender_identity,10,context_diff_not_replacement
102,126,invariance,Gender_identity,10,context_diff_not_replacement
102,130,invariance,Gender_identity,10,entity_overlap_not_one
102,134,invariance,Gender_identity,10,entity_overlap_not_one
102,138,invariance,Gender_identity,10,entity_overlap_not_one
102,142,invariance,Gender_identity,10,context_diff_not_replacement
106,74,invariance,Gender_identity,10,entity_overlap_not_one
106,78,invariance,Gender_identity,10,entity_overlap_not_one
106,82,invariance,Gender_identity,10,context_diff_not_single_span
106,86,invariance,Gender_identity,10,entity_overlap_not_one
106,90,invariance,Gender_identity,10,entity_overlap_not_one
106,94,invariance,Gender_identity,10,context_diff_not_single_span
106,110,invariance,Gender_identity,10,entity_overlap_not_one
106,114,invariance,Gender_identity,10,entity_overlap_not_one
106,118,invariance,Gender_identity,10,context_diff_not_replacement
106,122,invariance,Gender_identity,10,entity_overlap_not_one
106,126,invariance,Gender_identity,10,entity_overlap_not_one
106,130,invariance,Gender_identity,10,context_diff_not_replacement
106,134,invariance,Gender_identity,10,context_diff_not_single_span
106,138,invariance,Gender_identity,10,context_diff_not_single_span
106,142,invariance,Gender_identity,10,entity_overlap_not_one
110,74,invariance,Gender_identity,10,entity_overlap_not_one
110,78,invariance,Gender_identity,10,context_diff_not_replacement
110,82,invariance,Gender_identity,10,context_diff_not_single_span
110,86,invariance,Gender_identity,10,context_diff_not_replacement
110,90,invariance,Gender_identity,10,entity_overlap_not_one
110,94,invariance,Gender_identity,10,entity_overlap_not_one
110,98,invariance,Gender_identity,10,context_diff_not_replacement
110,102,invariance,Gender_identity,10,entity_overlap_not_one
110,106,invariance,Gender_identity,10,entity_overlap_not_one
110,114,invariance,Gender_identity,10,context_diff_not_single_span
110,118,invariance,Gender_identity,10,context_diff_not_single_span
110,122,invariance,Gender_identity,10,context_diff_not_single_span
110,126,invariance,Gender_identity,10,entity_overlap_not_one
110,130,invariance,Gender_identity,10,entity_overlap_not_one
110,138,invariance,Gender_identity,10,entity_overlap_not_one
110,142,invariance,Gender_identity,10,entity_overlap_not_one
114,74,invariance,Gender_identity,10,context_diff_not_replacement
114,78,invariance,Gender_identity,10,entity_overlap_not_one
114,82,invariance,Gender_identity,10,entity_overlap_not_one
114,86,invariance,Gender_identity,10,entity_overlap_not_one
114,90,invariance,Gender_identity,10,context_diff_not_replacement
114,94,invariance,Gender_identity,10,context_diff_not_single_span
114,98,invariance,Gender_identity,10,context_diff_not_replacement
114,102,invariance,Gender_identity,10,entity_overlap_not_one
114,106,invariance,Gender_identity,10,entity_overlap_not_one
114,110,invariance,Gender_identity,10,context_diff_not_single_span
114,122,invariance,Gender_identity,10,entity_overlap_not_one
114,126,invariance,Gender_identity,10,replaced_span_not_entity1
114,130,invariance,Gender_identity,10,entity_overlap_not_one
114,134,invariance,Gender_identity,10,entity_overlap_not_one
114,138,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
114,142,invariance,Gender_identity,10,entity_overlap_not_one
118,74,invariance,Gender_identity,10,context_diff_not_replacement
118,78,invariance,Gender_identity,10,entity_overlap_not_one
118,82,invariance,Gender_identity,10,entity_overlap_not_one
118,86,invariance,Gender_identity,10,context_diff_not_replacement
118,90,invariance,Gender_identity,10,entity_overlap_not_one
118,94,invariance,Gender_identity,10,entity_overlap_not_one
118,98,invariance,Gender_identity,10,entity_overlap_not_one
118,102,invariance,Gender_identity,10,context_diff_not_replacement
118,106,invariance,Gender_identity,10,context_diff_not_single_span
118,110,invariance,Gender_identity,10,context_diff_not_single_span
118,122,invariance,Gender_identity,10,entity_overlap_not_one
118,126,invariance,Gender_identity,10,entity_overlap_not_one
118,130,invariance,Gender_identity,10,replaced_span_not_entity1
118,134,invariance,Gender_identity,10,entity_overlap_not_one
118,138,invariance,Gender_identity,10,entity_overlap_not_one
118,142,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
122,74,invariance,Gender_identity,10,context_diff_not_replacement
122,78,invariance,Gender_identity,10,entity_overlap_not_one
122,82,invariance,Gender_identity,10,context_diff_not_replacement
122,86,invariance,Gender_identity,10,entity_overlap_not_one
122,90,invariance,Gender_identity,10,context_diff_not_replacement
122,94,invariance,Gender_identity,10,entity_overlap_not_one
122,98,invariance,Gender_identity,10,entity_overlap_not_one
122,102,invariance,Gender_identity,10,context_diff_not_replacement
122,106,invariance,Gender_identity,10,entity_overlap_not_one
122,110,invariance,Gender_identity,10,context_diff_not_single_span
122,114,invariance,Gender_identity,10,entity_overlap_not_one
122,118,invariance,Gender_identity,10,entity_overlap_not_one
122,126,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
122,130,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
122,134,invariance,Gender_identity,10,context_diff_not_single_span
122,138,invariance,Gender_identity,10,entity_overlap_not_one
122,142,invariance,Gender_identity,10,entity_overlap_not_one
126,74,invariance,Gender_identity,10,entity_overlap_not_one
126,78,invariance,Gender_identity,10,context_diff_not_replacement
126,82,invariance,Gender_identity,10,entity_overlap_not_one
126,86,invariance,Gender_identity,10,context_diff_not_replacement
126,90,invariance,Gender_identity,10,entity_overlap_not_one
126,94,invariance,Gender_identity,10,context_diff_not_replacement
126,98,invariance,Gender_identity,10,entity_overlap_not_one
126,102,invariance,Gender_identity,10,context_diff_not_replacement
126,106,invariance,Gender_identity,10,entity_overlap_not_one
126,110,invariance,Gender_identity,10,entity_overlap_not_one
126,114,invariance,Gender_identity,10,replaced_span_not_entity1
126,118,invariance,Gender_identity,10,entity_overlap_not_one
126,122,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
126,130,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
126,134,invariance,Gender_identity,10,entity_overlap_not_one
126,142,invariance,Gender_identity,10,entity_overlap_not_one
130,74,invariance,Gender_identity,10,entity_overlap_not_one
130,78,invariance,Gender_identity,10,context_diff_not_replacement
130,82,invariance,Gender_identity,10,entity_overlap_not_one
130,86,invariance,Gender_identity,10,entity_overlap_not_one
130,90,invariance,Gender_identity,10,context_diff_not_replacement
130,94,invariance,Gender_identity,10,entity_overlap_not_one
130,98,invariance,Gender_identity,10,context_diff_not_replacement
130,102,invariance,Gender_identity,10,entity_overlap_not_one
130,106,invariance,Gender_identity,10,context_diff_not_replacement
130,110,invariance,Gender_identity,10,entity_overlap_not_one
130,114,invariance,Gender_identity,10,entity_overlap_not_one
130,118,invariance,Gender_identity,10,replaced_span_not_entity1
130,122,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
130,126,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
130,134,invariance,Gender_identity,10,entity_overlap_not_one
130,138,invariance,Gender_identity,10,entity_overlap_not_one
130,142,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
134,74,invariance,Gender_identity,10,context_diff_not_single_span
134,78,invariance,Gender_identity,10,context_diff_not_replacement
134,82,invariance,Gender_identity,10,entity_overlap_not_one
134,86,invariance,Gender_identity,10,entity_overlap_not_one
134,90,invariance,Gender_identity,10,entity_overlap_not_one
134,94,invariance,Gender_identity,10,context_diff_not_replacement
134,98,invariance,Gender_identity,10,entity_overlap_not_one
134,102,invariance,Gender_identity,10,entity_overlap_not_one
134,106,invariance,Gender_identity,10,context_diff_not_replacement
134,114,invariance,Gender_identity,10,entity_overlap_not_one
134,118,invariance,Gender_identity,10,entity_overlap_not_one
134,122,invariance,Gender_identity,10,context_diff_not_single_span
134,126,invariance,Gender_identity,10,entity_overlap_not_one
134,130,invariance,Gender_identity,10,entity_overlap_not_one
134,138,invariance,Gender_identity,10,context_diff_not_single_span
134,142,invariance,Gender_identity,10,context_diff_not_single_span
138,74,invariance,Gender_identity,10,entity_overlap_not_one
138,78,invariance,Gender_identity,10,entity_overlap_not_one
138,82,invariance,Gender_identity,10,context_diff_not_replacement
138,86,invariance,Gender_identity,10,context_diff_not_single_span
138,90,invariance,Gender_identity,10,context_diff_not_replacement
138,94,invariance,Gender_identity,10,entity_overlap_not_one
138,98,invariance,Gender_identity,10,entity_overlap_not_one
138,102,invariance,Gender_identity,10,entity_overlap_not_one
138,106,invariance,Gender_identity,10,context_diff_not_replacement
138,110,invariance,Gender_identity,10,entity_overlap_not_one
138,114,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
138,118,invariance,Gender_identity,10,entity_overlap_not_one
138,122,invariance,Gender_identity,10,entity_overlap_not_one
138,130,invariance,Gender_identity,10,entity_overlap_not_one
138,134,invariance,Gender_identity,10,context_diff_not_single_span
142,74,invariance,Gender_identity,10,entity_overlap_not_one
142,78,invariance,Gender_identity,10,entity_overlap_not_one
142,82,invariance,Gender_identity,10,context_diff_not_replacement
142,86,invariance,Gender_identity,10,entity_overlap_not_one
142,90,invariance,Gender_identity,10,entity_overlap_not_one
142,94,invariance,Gender_identity,10,context_diff_not_replacement
142,98,invariance,Gender_identity,10,context_diff_not_single_span
142,102,invariance,Gender_identity,10,context_diff_not_replacement
142,106,invariance,Gender_identity,10,entity_overlap_not_one
142,110,invariance,Gender_identity,10,entity_overlap_not_one
142,114,invariance,Gender_identity,10,entity_overlap_not_one
142,118,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
142,122,invariance,Gender_identity,10,entity_overlap_not_one
142,126,invariance,Gender_identity,10,entity_overlap_not_one
142,130,invariance,Gender_identity,10,duplicate_descriptor_triple_in_template
142,134,invariance,Gender_identity,10,context_diff_not_single_span
144,160,invariance,Gender_identity,11,entity_overlap_not_one
144,164,invariance,Gender_identity,11,entity_overlap_not_one
144,172,invariance,Gender_identity,11,entity_overlap_not_one
144,176,invariance,Gender_identity,11,entity_overlap_not_one
144,180,invariance,Gender_identity,11,entity_overlap_not_one
144,184,invariance,Gender_identity,11,context_diff_not_single_span
144,188,invariance,Gender_identity,11,context_diff_not_single_span
144,192,invariance,Gender_identity,11,context_diff_not_replacement
144,196,invariance,Gender_identity,11,entity_overlap_not_one
144,200,invariance,Gender_identity,11,entity_overlap_not_one
144,204,invariance,Gender_identity,11,context_diff_not_replacement
144,208,invariance,Gender_identity,11,entity_overlap_not_one
144,212,invariance,Gender_identity,11,entity_overlap_not_one
148,156,invariance,Gender_identity,11,entity_overlap_not_one
148,164,invariance,Gender_identity,11,entity_overlap_not_one
148,168,invariance,Gender_identity,11,entity_overlap_not_one
148,176,invariance,Gender_identity,11,entity_overlap_not_one
148,180,invariance,Gender_identity,11,context_diff_not_replacement
148,184,invariance,Gender_identity,11,entity_overlap_not_one
148,188,invariance,Gender_identity,11,entity_overlap_not_one
148,192,invariance,Gender_identity,11,entity_overlap_not_one
148,196,invariance,Gender_identity,11,context_diff_not_single_span
148,200,invariance,Gender_identity,11,context_diff_not_single_span
148,204,invariance,Gender_identity,11,context_diff_not_replacement
148,208,invariance,Gender_identity,11,entity_overlap_not_one
148,212,invariance,Gender_identity,11,entity_overlap_not_one
152,156,invariance,Gender_identity,11,entity_overlap_not_one
152,160,invariance,Gender_identity,11,entity_overlap_not_one
152,168,invariance,Gender_identity,11,entity_overlap_not_one
152,172,invariance,Gender_identity,11,entity_overlap_not_one
152,180,invariance,Gender_identity,11,context_diff_not_replacement
152,184,invariance,Gender_identity,11,entity_overlap_not_one
152,188,invariance,Gender_identity,11,entity_overlap_not_one
152,192,invariance,Gender_identity,11,context_diff_not_replacement
152,196,invariance,Gender_identity,11,entity_overlap_not_one
152,200,invariance,Gender_identity,11,entity_overlap_not_one
152,204,invariance,Gender_identity,11,entity_overlap_not_one
152,208,invariance,Gender_identity,11,context_diff_not_single_span
152,212,invariance,Gender_identity,11,context_diff_not_single_span
156,148,invariance,Gender_identity,11,entity_overlap_not_one
156,152,invariance,Gender_identity,11,entity_overlap_not_one
156,172,invariance,Gender_identity,11,entity_overlap_not_one
156,176,invariance,Gender_identity,11,entity_overlap_not_one
156,180,invariance,Gender_identity,11,context_diff_not_single_span
156,184,invariance,Gender_identity,11,entity_overlap_not_one
156,188,invariance,Gender_identity,11,context_diff_not_single_span
156,192,invariance,Gender_identity,11,entity_overlap_not_one
156,196,invariance,Gender_identity,11,context_diff_not_replacement
156,200,invariance,Gender_identity,11,entity_overlap_not_one
